Region;Period;Cause_death;Sex;Age.Group;Obitos_1;Obitos_2;Pop1;Pop2
BR;2019/2022;Infec_parasit;Female;20;255;335;8347000;8119664
BR;2019/2022;Neoplasms;Female;20;483;510;8347000;8119664
BR;2019/2022;Pregnancy;Female;20;302;298;8347000;8119664
BR;2019/2022;Respiratory;Female;20;280;247;8347000;8119664
BR;2019/2022;Undefined;Female;20;288;262;8347000;8119664
BR;2019/2022;All_causes;Male;20;20335;20241;8400832;8276952
BR;2019/2022;All_other_causes;Male;20;1229;1300;8400832;8276952
BR;2019/2022;Circulatory;Male;20;650;633;8400832;8276952
BR;2019/2022;Covid;Male;20;2;119;8400832;8276952
BR;2019/2022;External_causes;Male;20;15898;15814;8400832;8276952
BR;2019/2022;Infec_parasit;Male;20;613;616;8400832;8276952
BR;2019/2022;Neoplasms;Male;20;679;597;8400832;8276952
BR;2019/2022;Pregnancy;Male;20;0;0;8400832;8276952
BR;2019/2022;Respiratory;Male;20;425;438;8400832;8276952
BR;2019/2022;Undefined;Male;20;839;724;8400832;8276952
BR;2019/2022;All_causes;Female;25;5281;6098;8272246;8274950
BR;2019/2022;All_other_causes;Female;25;1028;1210;8272246;8274950
BR;2019/2022;Circulatory;Female;25;540;589;8272246;8274950
BR;2019/2022;Covid;Female;25;0;130;8272246;8274950
BR;2019/2022;External_causes;Female;25;1516;1756;8272246;8274950
BR;2019/2022;Infec_parasit;Female;25;405;446;8272246;8274950
BR;2019/2022;Neoplasms;Female;25;823;897;8272246;8274950
BR;2019/2022;Pregnancy;Female;25;340;364;8272246;8274950
BR;2019/2022;Respiratory;Female;25;304;334;8272246;8274950
BR;2019/2022;Undefined;Female;25;325;372;8272246;8274950
BR;2019/2022;All_causes;Male;25;18620;20454;8150148;8193145
BR;2019/2022;All_other_causes;Male;25;1542;1730;8150148;8193145
BR;2019/2022;Circulatory;Male;25;901;1033;8150148;8193145
BR;2019/2022;Covid;Male;25;1;198;8150148;8193145
BR;2019/2022;External_causes;Male;25;12951;14035;8150148;8193145
BR;2019/2022;Infec_parasit;Male;25;991;1128;8150148;8193145
BR;2019/2022;Neoplasms;Male;25;750;818;8150148;8193145
BR;2019/2022;Pregnancy;Male;25;0;0;8150148;8193145
BR;2019/2022;Respiratory;Male;25;557;601;8150148;8193145
BR;2019/2022;Undefined;Male;25;927;911;8150148;8193145
BR;2019/2022;All_causes;Female;30;7243;7665;8493968;8239142
BR;2019/2022;All_other_causes;Female;30;1362;1450;8493968;8239142
BR;2019/2022;Circulatory;Female;30;918;926;8493968;8239142
BR;2019/2022;Covid;Female;30;0;215;8493968;8239142
BR;2019/2022;External_causes;Female;30;1443;1710;8493968;8239142
BR;2019/2022;Infec_parasit;Female;30;615;560;8493968;8239142
BR;2019/2022;Neoplasms;Female;30;1658;1651;8493968;8239142
BR;2019/2022;Pregnancy;Female;30;393;343;8493968;8239142
BR;2019/2022;Respiratory;Female;30;401;390;8493968;8239142
BR;2019/2022;Undefined;Female;30;453;420;8493968;8239142
BR;2019/2022;All_causes;Male;30;19702;20860;8255517;8033827
BR;2019/2022;All_other_causes;Male;30;2326;2526;8255517;8033827
BR;2019/2022;Circulatory;Male;30;1497;1626;8255517;8033827
BR;2019/2022;Covid;Male;30;1;244;8255517;8033827
BR;2019/2022;External_causes;Male;30;11641;12079;8255517;8033827
BR;2019/2022;Infec_parasit;Male;30;1299;1380;8255517;8033827
BR;2019/2022;Neoplasms;Male;30;1005;1021;8255517;8033827
BR;2019/2022;Pregnancy;Male;30;0;0;8255517;8033827
BR;2019/2022;Respiratory;Male;30;711;751;8255517;8033827
BR;2019/2022;Undefined;Male;30;1222;1233;8255517;8033827
BR;2019/2022;All_causes;Female;35;10385;11038;8608339;8574426
BR;2019/2022;All_other_causes;Female;35;2010;2080;8608339;8574426
BR;2019/2022;Circulatory;Female;35;1690;1729;8608339;8574426
BR;2019/2022;Covid;Female;35;1;295;8608339;8574426
BR;2019/2022;External_causes;Female;35;1567;1738;8608339;8574426
BR;2019/2022;Infec_parasit;Female;35;862;824;8608339;8574426
BR;2019/2022;Neoplasms;Female;35;2795;2923;8608339;8574426
BR;2019/2022;Pregnancy;Female;35;323;319;8608339;8574426
BR;2019/2022;Respiratory;Female;35;552;570;8608339;8574426
BR;2019/2022;Undefined;Female;35;585;560;8608339;8574426
BR;2019/2022;All_causes;Male;35;22644;24124;8227095;8241075
BR;2019/2022;All_other_causes;Male;35;3675;4073;8227095;8241075
BR;2019/2022;Circulatory;Male;35;2629;2796;8227095;8241075
BR;2019/2022;Covid;Male;35;0;383;8227095;8241075
BR;2019/2022;External_causes;Male;35;10532;10890;8227095;8241075
BR;2019/2022;Infec_parasit;Male;35;1637;1781;8227095;8241075
BR;2019/2022;Neoplasms;Male;35;1582;1518;8227095;8241075
BR;2019/2022;Pregnancy;Male;35;0;0;8227095;8241075
BR;2019/2022;Respiratory;Male;35;1007;1051;8227095;8241075
BR;2019/2022;Undefined;Male;35;1582;1632;8227095;8241075
BR;2019/2022;All_causes;Female;40;13760;15736;7792313;8361528
BR;2019/2022;All_other_causes;Female;40;2661;2966;7792313;8361528
BR;2019/2022;Circulatory;Female;40;2806;3147;7792313;8361528
BR;2019/2022;Covid;Female;40;1;504;7792313;8361528
BR;2019/2022;External_causes;Female;40;1369;1667;7792313;8361528
BR;2019/2022;Infec_parasit;Female;40;1016;1058;7792313;8361528
BR;2019/2022;Neoplasms;Female;40;4310;4583;7792313;8361528
BR;2019/2022;Pregnancy;Female;40;140;145;7792313;8361528
BR;2019/2022;Respiratory;Female;40;723;891;7792313;8361528
BR;2019/2022;Undefined;Female;40;734;775;7792313;8361528
BR;2019/2022;All_causes;Male;40;25925;30068;7347141;7890594
BR;2019/2022;All_other_causes;Male;40;5084;6002;7347141;7890594
BR;2019/2022;Circulatory;Male;40;4387;5019;7347141;7890594
BR;2019/2022;Covid;Male;40;1;560;7347141;7890594
BR;2019/2022;External_causes;Male;40;8738;9989;7347141;7890594
BR;2019/2022;Infec_parasit;Male;40;1934;2177;7347141;7890594
BR;2019/2022;Neoplasms;Male;40;2551;2687;7347141;7890594
BR;2019/2022;Pregnancy;Male;40;0;0;7347141;7890594
BR;2019/2022;Respiratory;Male;40;1299;1547;7347141;7890594
BR;2019/2022;Undefined;Male;40;1931;2087;7347141;7890594
BR;2019/2022;All_causes;Female;45;17882;20029;6922507;7289770
BR;2019/2022;All_other_causes;Female;45;3495;3969;6922507;7289770
BR;2019/2022;Circulatory;Female;45;4401;4617;6922507;7289770
BR;2019/2022;Covid;Female;45;1;649;6922507;7289770
BR;2019/2022;External_causes;Female;45;1299;1466;6922507;7289770
BR;2019/2022;Infec_parasit;Female;45;1022;1162;6922507;7289770
BR;2019/2022;Neoplasms;Female;45;5622;6120;6922507;7289770
BR;2019/2022;Pregnancy;Female;45;15;18;6922507;7289770
BR;2019/2022;Respiratory;Female;45;1124;1122;6922507;7289770
BR;2019/2022;Undefined;Female;45;903;906;6922507;7289770
BR;2019/2022;All_causes;Male;45;31381;35125;6429381;6786555
BR;2019/2022;All_other_causes;Male;45;6756;7665;6429381;6786555
BR;2019/2022;Circulatory;Male;45;6673;7533;6429381;6786555
BR;2019/2022;Covid;Male;45;2;788;6429381;6786555
BR;2019/2022;External_causes;Male;45;7366;8287;6429381;6786555
BR;2019/2022;Infec_parasit;Male;45;2114;2259;6429381;6786555
BR;2019/2022;Neoplasms;Male;45;4321;4259;6429381;6786555
BR;2019/2022;Pregnancy;Male;45;0;0;6429381;6786555
BR;2019/2022;Respiratory;Male;45;1860;1855;6429381;6786555
BR;2019/2022;Undefined;Male;45;2289;2479;6429381;6786555
BR;2019/2022;All_causes;Female;5;1087;1113;7077260;7117933
BR;2019/2022;All_other_causes;Female;5;370;411;7077260;7117933
BR;2019/2022;Circulatory;Female;5;54;57;7077260;7117933
BR;2019/2022;Covid;Female;5;0;31;7077260;7117933
BR;2019/2022;External_causes;Female;5;218;195;7077260;7117933
BR;2019/2022;Infec_parasit;Female;5;73;64;7077260;7117933
BR;2019/2022;Neoplasms;Female;5;217;191;7077260;7117933
BR;2019/2022;Pregnancy;Female;5;0;0;7077260;7117933
BR;2019/2022;Respiratory;Female;5;89;109;7077260;7117933
BR;2019/2022;Undefined;Female;5;66;55;7077260;7117933
BR;2019/2022;All_causes;Male;5;1388;1378;7429405;7470215
BR;2019/2022;All_other_causes;Male;5;445;438;7429405;7470215
BR;2019/2022;Circulatory;Male;5;52;67;7429405;7470215
BR;2019/2022;Covid;Male;5;0;53;7429405;7470215
BR;2019/2022;External_causes;Male;5;371;358;7429405;7470215
BR;2019/2022;Infec_parasit;Male;5;85;72;7429405;7470215
BR;2019/2022;Neoplasms;Male;5;254;213;7429405;7470215
BR;2019/2022;Pregnancy;Male;5;0;0;7429405;7470215
BR;2019/2022;Respiratory;Male;5;114;109;7429405;7470215
BR;2019/2022;Undefined;Male;5;67;68;7429405;7470215
BR;2019/2022;All_causes;Female;50;24751;26072;6487200;6640700
BR;2019/2022;All_other_causes;Female;50;4880;5209;6487200;6640700
BR;2019/2022;Circulatory;Female;50;6308;6333;6487200;6640700
BR;2019/2022;Covid;Female;50;2;857;6487200;6640700
BR;2019/2022;External_causes;Female;50;1158;1374;6487200;6640700
BR;2019/2022;Infec_parasit;Female;50;1182;1311;6487200;6640700
BR;2019/2022;Neoplasms;Female;50;8258;8077;6487200;6640700
BR;2019/2022;Pregnancy;Female;50;0;2;6487200;6640700
BR;2019/2022;Respiratory;Female;50;1784;1711;6487200;6640700
BR;2019/2022;Undefined;Female;50;1179;1198;6487200;6640700
BR;2019/2022;All_causes;Male;50;42668;44931;5888136;6048475
BR;2019/2022;All_other_causes;Male;50;9301;10301;5888136;6048475
BR;2019/2022;Circulatory;Male;50;10999;11071;5888136;6048475
BR;2019/2022;Covid;Male;50;1;1166;5888136;6048475
BR;2019/2022;External_causes;Male;50;6670;6863;5888136;6048475
BR;2019/2022;Infec_parasit;Male;50;2454;2613;5888136;6048475
BR;2019/2022;Neoplasms;Male;50;7590;6999;5888136;6048475
BR;2019/2022;Pregnancy;Male;50;0;0;5888136;6048475
BR;2019/2022;Respiratory;Male;50;2743;2816;5888136;6048475
BR;2019/2022;Undefined;Male;50;2910;3102;5888136;6048475
BR;2019/2022;All_causes;Female;55;33486;36148;5850910;6176634
BR;2019/2022;All_other_causes;Female;55;6644;7355;5850910;6176634
BR;2019/2022;Circulatory;Female;55;8857;9186;5850910;6176634
BR;2019/2022;Covid;Female;55;5;1282;5850910;6176634
BR;2019/2022;External_causes;Female;55;1202;1415;5850910;6176634
BR;2019/2022;Infec_parasit;Female;55;1370;1514;5850910;6176634
BR;2019/2022;Neoplasms;Female;55;11007;10981;5850910;6176634
BR;2019/2022;Pregnancy;Female;55;0;0;5850910;6176634
BR;2019/2022;Respiratory;Female;55;2880;2856;5850910;6176634
BR;2019/2022;Undefined;Female;55;1521;1559;5850910;6176634
BR;2019/2022;All_causes;Male;55;54522;60432;5193015;5464324
BR;2019/2022;All_other_causes;Male;55;11479;12997;5193015;5464324
BR;2019/2022;Circulatory;Male;55;15293;16404;5193015;5464324
BR;2019/2022;Covid;Male;55;1;1863;5193015;5464324
BR;2019/2022;External_causes;Male;55;5614;6666;5193015;5464324
BR;2019/2022;Infec_parasit;Male;55;2676;3031;5193015;5464324
BR;2019/2022;Neoplasms;Male;55;11881;11372;5193015;5464324
BR;2019/2022;Pregnancy;Male;55;0;0;5193015;5464324
BR;2019/2022;Respiratory;Male;55;4111;4184;5193015;5464324
BR;2019/2022;Undefined;Male;55;3467;3915;5193015;5464324
BR;2019/2022;All_causes;Female;60;43422;47986;4874532;5325745
BR;2019/2022;All_other_causes;Female;60;8884;9617;4874532;5325745
BR;2019/2022;Circulatory;Female;60;12317;12948;4874532;5325745
BR;2019/2022;Covid;Female;60;4;1916;4874532;5325745
BR;2019/2022;External_causes;Female;60;1144;1376;4874532;5325745
BR;2019/2022;Infec_parasit;Female;60;1644;1900;4874532;5325745
BR;2019/2022;Neoplasms;Female;60;13101;13578;4874532;5325745
BR;2019/2022;Pregnancy;Female;60;0;0;4874532;5325745
BR;2019/2022;Respiratory;Female;60;4453;4668;4874532;5325745
BR;2019/2022;Undefined;Female;60;1875;1983;4874532;5325745
BR;2019/2022;All_causes;Male;60;66424;73959;4234251;4588721
BR;2019/2022;All_other_causes;Male;60;13219;15329;4234251;4588721
BR;2019/2022;Circulatory;Male;60;20361;21595;4234251;4588721
BR;2019/2022;Covid;Male;60;2;2586;4234251;4588721
BR;2019/2022;External_causes;Male;60;4824;5344;4234251;4588721
BR;2019/2022;Infec_parasit;Male;60;2618;3126;4234251;4588721
BR;2019/2022;Neoplasms;Male;60;15601;15515;4234251;4588721
BR;2019/2022;Pregnancy;Male;60;0;0;4234251;4588721
BR;2019/2022;Respiratory;Male;60;5888;6096;4234251;4588721
BR;2019/2022;Undefined;Male;60;3911;4368;4234251;4588721
BR;2019/2022;All_causes;Female;65;52849;60934;3834603;4268636
BR;2019/2022;All_other_causes;Female;65;11404;12920;3834603;4268636
BR;2019/2022;Circulatory;Female;65;15955;17490;3834603;4268636
BR;2019/2022;Covid;Female;65;2;2497;3834603;4268636
BR;2019/2022;External_causes;Female;65;1300;1571;3834603;4268636
BR;2019/2022;Infec_parasit;Female;65;2043;2406;3834603;4268636
BR;2019/2022;Neoplasms;Female;65;13976;14974;3834603;4268636
BR;2019/2022;Pregnancy;Female;65;0;0;3834603;4268636
BR;2019/2022;Respiratory;Female;65;5877;6625;3834603;4268636
BR;2019/2022;Undefined;Female;65;2292;2451;3834603;4268636
BR;2019/2022;All_causes;Male;65;74116;86234;3228543;3552696
BR;2019/2022;All_other_causes;Male;65;14889;17712;3228543;3552696
BR;2019/2022;Circulatory;Male;65;23385;25955;3228543;3552696
BR;2019/2022;Covid;Male;65;1;3468;3228543;3552696
BR;2019/2022;External_causes;Male;65;4023;4517;3228543;3552696
BR;2019/2022;Infec_parasit;Male;65;2752;3389;3228543;3552696
BR;2019/2022;Neoplasms;Male;65;17551;18244;3228543;3552696
BR;2019/2022;Pregnancy;Male;65;0;0;3228543;3552696
BR;2019/2022;Respiratory;Male;65;7534;8268;3228543;3552696
BR;2019/2022;Undefined;Male;65;3981;4681;3228543;3552696
BR;2019/2022;All_causes;Female;70;59744;71351;2840115;3221066
BR;2019/2022;All_other_causes;Female;70;13664;16037;2840115;3221066
BR;2019/2022;Circulatory;Female;70;18772;21315;2840115;3221066
BR;2019/2022;Covid;Female;70;0;3066;2840115;3221066
BR;2019/2022;External_causes;Female;70;1499;1872;2840115;3221066
BR;2019/2022;Infec_parasit;Female;70;2259;2770;2840115;3221066
BR;2019/2022;Neoplasms;Female;70;13267;14607;2840115;3221066
BR;2019/2022;Pregnancy;Female;70;0;0;2840115;3221066
BR;2019/2022;Respiratory;Female;70;7578;8731;2840115;3221066
BR;2019/2022;Undefined;Female;70;2705;2953;2840115;3221066
BR;2019/2022;All_causes;Male;70;76165;91822;2303522;2563397
BR;2019/2022;All_other_causes;Male;70;15212;18500;2303522;2563397
BR;2019/2022;Circulatory;Male;70;24661;28249;2303522;2563397
BR;2019/2022;Covid;Male;70;2;4272;2303522;2563397
BR;2019/2022;External_causes;Male;70;3137;3731;2303522;2563397
BR;2019/2022;Infec_parasit;Male;70;2643;3288;2303522;2563397
BR;2019/2022;Neoplasms;Male;70;17177;18543;2303522;2563397
BR;2019/2022;Pregnancy;Male;70;0;0;2303522;2563397
BR;2019/2022;Respiratory;Male;70;9440;10643;2303522;2563397
BR;2019/2022;Undefined;Male;70;3893;4596;2303522;2563397
BR;2019/2022;All_causes;Female;75;69156;80394;1996507;2234649
BR;2019/2022;All_other_causes;Female;75;16656;19353;1996507;2234649
BR;2019/2022;Circulatory;Female;75;22667;24719;1996507;2234649
BR;2019/2022;Covid;Female;75;2;3877;1996507;2234649
BR;2019/2022;External_causes;Female;75;1892;2223;1996507;2234649
BR;2019/2022;Infec_parasit;Female;75;2641;3153;1996507;2234649
BR;2019/2022;Neoplasms;Female;75;12135;12985;1996507;2234649
BR;2019/2022;Pregnancy;Female;75;0;0;1996507;2234649
BR;2019/2022;Respiratory;Female;75;9874;10630;1996507;2234649
BR;2019/2022;Undefined;Female;75;3289;3454;1996507;2234649
BR;2019/2022;All_causes;Male;75;76965;89632;1498484;1669303
BR;2019/2022;All_other_causes;Male;75;16075;18455;1498484;1669303
BR;2019/2022;Circulatory;Male;75;25131;27354;1498484;1669303
BR;2019/2022;Covid;Male;75;4;4920;1498484;1669303
BR;2019/2022;External_causes;Male;75;2783;3260;1498484;1669303
BR;2019/2022;Infec_parasit;Male;75;2542;3085;1498484;1669303
BR;2019/2022;Neoplasms;Male;75;15506;16299;1498484;1669303
BR;2019/2022;Pregnancy;Male;75;0;0;1498484;1669303
BR;2019/2022;Respiratory;Male;75;11124;12118;1498484;1669303
BR;2019/2022;Undefined;Male;75;3800;4141;1498484;1669303
BR;2019/2022;All_causes;Female;80;78131;89920;1371868;1466341
BR;2019/2022;All_other_causes;Female;80;19909;22671;1371868;1466341
BR;2019/2022;Circulatory;Female;80;25937;27685;1371868;1466341
BR;2019/2022;Covid;Female;80;4;4588;1371868;1466341
BR;2019/2022;External_causes;Female;80;2383;2702;1371868;1466341
BR;2019/2022;Infec_parasit;Female;80;2965;3542;1371868;1466341
BR;2019/2022;Neoplasms;Female;80;10526;11121;1371868;1466341
BR;2019/2022;Pregnancy;Female;80;0;0;1371868;1466341
BR;2019/2022;Respiratory;Female;80;12485;13386;1371868;1466341
BR;2019/2022;Undefined;Female;80;3922;4225;1371868;1466341
BR;2019/2022;All_causes;Male;80;71708;83771;927586;989957
BR;2019/2022;All_other_causes;Male;80;15440;18020;927586;989957
BR;2019/2022;Circulatory;Male;80;22939;24899;927586;989957
BR;2019/2022;Covid;Male;80;0;5043;927586;989957
BR;2019/2022;External_causes;Male;80;2473;2813;927586;989957
BR;2019/2022;Infec_parasit;Male;80;2374;2916;927586;989957
BR;2019/2022;Neoplasms;Male;80;12720;13004;927586;989957
BR;2019/2022;Pregnancy;Male;80;0;0;927586;989957
BR;2019/2022;Respiratory;Male;80;12102;12985;927586;989957
BR;2019/2022;Undefined;Male;80;3660;4091;927586;989957
BR;2019/2022;All_causes;Female;85;158098;196490;751658;817023
BR;2019/2022;All_other_causes;Female;85;42852;53470;751658;817023
BR;2019/2022;Circulatory;Female;85;50181;58217;751658;817023
BR;2019/2022;Covid;Female;85;6;10549;751658;817023
BR;2019/2022;External_causes;Female;85;5581;6541;751658;817023
BR;2019/2022;Infec_parasit;Female;85;5802;7117;751658;817023
BR;2019/2022;Neoplasms;Female;85;12864;14130;751658;817023
BR;2019/2022;Pregnancy;Female;85;0;0;751658;817023
BR;2019/2022;Respiratory;Female;85;29986;33405;751658;817023
BR;2019/2022;Undefined;Female;85;10826;13061;751658;817023
BR;2019/2022;All_causes;Male;85;102176;125069;439552;481963
BR;2019/2022;All_other_causes;Male;85;23553;28207;439552;481963
BR;2019/2022;Circulatory;Male;85;31174;35075;439552;481963
BR;2019/2022;Covid;Male;85;3;9067;439552;481963
BR;2019/2022;External_causes;Male;85;3397;4093;439552;481963
BR;2019/2022;Infec_parasit;Male;85;3310;4208;439552;481963
BR;2019/2022;Neoplasms;Male;85;12884;13570;439552;481963
BR;2019/2022;Pregnancy;Male;85;0;0;439552;481963
BR;2019/2022;Respiratory;Male;85;21079;23099;439552;481963
BR;2019/2022;Undefined;Male;85;6776;7750;439552;481963
BR;2019/2023;All_causes;Female;0;15658;14198;1408780;1233924
BR;2019/2023;All_other_causes;Female;0;13298;11756;1408780;1233924
BR;2019/2023;Circulatory;Female;0;146;133;1408780;1233924
BR;2019/2023;Covid;Female;0;2;61;1408780;1233924
BR;2019/2023;External_causes;Female;0;432;531;1408780;1233924
BR;2019/2023;Infec_parasit;Female;0;569;550;1408780;1233924
BR;2019/2023;Neoplasms;Female;0;73;54;1408780;1233924
BR;2019/2023;Pregnancy;Female;0;0;0;1408780;1233924
BR;2019/2023;Respiratory;Female;0;757;800;1408780;1233924
BR;2019/2023;Undefined;Female;0;381;313;1408780;1233924
BR;2019/2023;All_causes;Male;0;19437;17632;1476538;1293317
BR;2019/2023;All_other_causes;Male;0;16556;14554;1476538;1293317
BR;2019/2023;Circulatory;Male;0;197;147;1476538;1293317
BR;2019/2023;Covid;Male;0;5;77;1476538;1293317
BR;2019/2023;External_causes;Male;0;548;629;1476538;1293317
BR;2019/2023;Infec_parasit;Male;0;687;652;1476538;1293317
BR;2019/2023;Neoplasms;Male;0;65;43;1476538;1293317
BR;2019/2023;Pregnancy;Male;0;0;0;1476538;1293317
BR;2019/2023;Respiratory;Male;0;870;1102;1476538;1293317
BR;2019/2023;Undefined;Male;0;509;428;1476538;1293317
BR;2019/2023;All_causes;Female;1;2850;3093;5703153;5319666
BR;2019/2023;All_other_causes;Female;1;996;1053;5703153;5319666
BR;2019/2023;Circulatory;Female;1;115;102;5703153;5319666
BR;2019/2023;Covid;Female;1;1;19;5703153;5319666
BR;2019/2023;External_causes;Female;1;527;587;5703153;5319666
BR;2019/2023;Infec_parasit;Female;1;231;265;5703153;5319666
BR;2019/2023;Neoplasms;Female;1;275;286;5703153;5319666
BR;2019/2023;Pregnancy;Female;1;0;0;5703153;5319666
BR;2019/2023;Respiratory;Female;1;530;622;5703153;5319666
BR;2019/2023;Undefined;Female;1;175;159;5703153;5319666
BR;2019/2023;All_causes;Male;1;3662;3670;5982162;5574335
BR;2019/2023;All_other_causes;Male;1;1289;1186;5982162;5574335
BR;2019/2023;Circulatory;Male;1;135;117;5982162;5574335
BR;2019/2023;Covid;Male;1;1;33;5982162;5574335
BR;2019/2023;External_causes;Male;1;829;873;5982162;5574335
BR;2019/2023;Infec_parasit;Male;1;278;290;5982162;5574335
BR;2019/2023;Neoplasms;Male;1;355;345;5982162;5574335
BR;2019/2023;Pregnancy;Male;1;0;0;5982162;5574335
BR;2019/2023;Respiratory;Male;1;557;627;5982162;5574335
BR;2019/2023;Undefined;Male;1;218;199;5982162;5574335
BR;2019/2023;All_causes;Female;10;1704;1600;7348051;7082501
BR;2019/2023;All_other_causes;Female;10;496;530;7348051;7082501
BR;2019/2023;Circulatory;Female;10;109;96;7348051;7082501
BR;2019/2023;Covid;Female;10;0;6;7348051;7082501
BR;2019/2023;External_causes;Female;10;482;441;7348051;7082501
BR;2019/2023;Infec_parasit;Female;10;90;74;7348051;7082501
BR;2019/2023;Neoplasms;Female;10;285;230;7348051;7082501
BR;2019/2023;Pregnancy;Female;10;14;7;7348051;7082501
BR;2019/2023;Respiratory;Female;10;127;137;7348051;7082501
BR;2019/2023;Undefined;Female;10;101;79;7348051;7082501
BR;2019/2023;All_causes;Male;10;2519;2373;7696334;7433007
BR;2019/2023;All_other_causes;Male;10;606;622;7696334;7433007
BR;2019/2023;Circulatory;Male;10;127;103;7696334;7433007
BR;2019/2023;Covid;Male;10;1;12;7696334;7433007
BR;2019/2023;External_causes;Male;10;1067;889;7696334;7433007
BR;2019/2023;Infec_parasit;Male;10;107;131;7696334;7433007
BR;2019/2023;Neoplasms;Male;10;316;306;7696334;7433007
BR;2019/2023;Pregnancy;Male;10;0;0;7696334;7433007
BR;2019/2023;Respiratory;Male;10;172;204;7696334;7433007
BR;2019/2023;Undefined;Male;10;123;106;7696334;7433007
BR;2019/2023;All_causes;Female;15;3381;3007;7936624;7418395
BR;2019/2023;All_other_causes;Female;15;763;708;7936624;7418395
BR;2019/2023;Circulatory;Female;15;192;184;7936624;7418395
BR;2019/2023;Covid;Female;15;0;11;7936624;7418395
BR;2019/2023;External_causes;Female;15;1305;1227;7936624;7418395
BR;2019/2023;Infec_parasit;Female;15;159;153;7936624;7418395
BR;2019/2023;Neoplasms;Female;15;326;274;7936624;7418395
BR;2019/2023;Pregnancy;Female;15;199;135;7936624;7418395
BR;2019/2023;Respiratory;Female;15;200;170;7936624;7418395
BR;2019/2023;Undefined;Female;15;237;145;7936624;7418395
BR;2019/2023;All_causes;Male;15;13318;10471;8225283;7751015
BR;2019/2023;All_other_causes;Male;15;937;971;8225283;7751015
BR;2019/2023;Circulatory;Male;15;347;308;8225283;7751015
BR;2019/2023;Covid;Male;15;0;14;8225283;7751015
BR;2019/2023;External_causes;Male;15;10529;7960;8225283;7751015
BR;2019/2023;Infec_parasit;Male;15;223;200;8225283;7751015
BR;2019/2023;Neoplasms;Male;15;479;455;8225283;7751015
BR;2019/2023;Pregnancy;Male;15;0;0;8225283;7751015
BR;2019/2023;Respiratory;Male;15;277;261;8225283;7751015
BR;2019/2023;Undefined;Male;15;526;302;8225283;7751015
BR;2019/2023;All_causes;Female;20;4622;4523;8347000;7974090
BR;2019/2023;All_other_causes;Female;20;914;986;8347000;7974090
BR;2019/2023;Circulatory;Female;20;366;311;8347000;7974090
BR;2019/2023;Covid;Female;20;1;25;8347000;7974090
BR;2019/2023;External_causes;Female;20;1733;1721;8347000;7974090
BR;2019/2023;Infec_parasit;Female;20;255;275;8347000;7974090
BR;2019/2023;Neoplasms;Female;20;483;437;8347000;7974090
BR;2019/2023;Pregnancy;Female;20;302;270;8347000;7974090
BR;2019/2023;Respiratory;Female;20;280;258;8347000;7974090
BR;2019/2023;Undefined;Female;20;288;240;8347000;7974090
BR;2019/2023;All_causes;Male;20;20335;18827;8400832;8164085
BR;2019/2023;All_other_causes;Male;20;1229;1314;8400832;8164085
BR;2019/2023;Circulatory;Male;20;650;556;8400832;8164085
BR;2019/2023;Covid;Male;20;2;20;8400832;8164085
BR;2019/2023;External_causes;Male;20;15898;14698;8400832;8164085
BR;2019/2023;Infec_parasit;Male;20;613;564;8400832;8164085
BR;2019/2023;Neoplasms;Male;20;679;591;8400832;8164085
BR;2019/2023;Pregnancy;Male;20;0;0;8400832;8164085
BR;2019/2023;Respiratory;Male;20;425;434;8400832;8164085
BR;2019/2023;Undefined;Male;20;839;650;8400832;8164085
BR;2019/2023;All_causes;Female;25;5281;5910;8272246;8248194
BR;2019/2023;All_other_causes;Female;25;1028;1180;8272246;8248194
BR;2019/2023;Circulatory;Female;25;540;598;8272246;8248194
BR;2019/2023;Covid;Female;25;0;24;8272246;8248194
BR;2019/2023;External_causes;Female;25;1516;1786;8272246;8248194
BR;2019/2023;Infec_parasit;Female;25;405;446;8272246;8248194
BR;2019/2023;Neoplasms;Female;25;823;902;8272246;8248194
BR;2019/2023;Pregnancy;Female;25;340;359;8272246;8248194
BR;2019/2023;Respiratory;Female;25;304;310;8272246;8248194
BR;2019/2023;Undefined;Female;25;325;305;8272246;8248194
BR;2019/2023;All_causes;Male;25;18620;20388;8150148;8190619
BR;2019/2023;All_other_causes;Male;25;1542;1661;8150148;8190619
BR;2019/2023;Circulatory;Male;25;901;1017;8150148;8190619
BR;2019/2023;Covid;Male;25;1;34;8150148;8190619
BR;2019/2023;External_causes;Male;25;12951;14260;8150148;8190619
BR;2019/2023;Infec_parasit;Male;25;991;1100;8150148;8190619
BR;2019/2023;Neoplasms;Male;25;750;827;8150148;8190619
BR;2019/2023;Pregnancy;Male;25;0;0;8150148;8190619
BR;2019/2023;Respiratory;Male;25;557;618;8150148;8190619
BR;2019/2023;Undefined;Male;25;927;871;8150148;8190619
BR;2019/2023;All_causes;Female;30;7243;7446;8493968;8196216
BR;2019/2023;All_other_causes;Female;30;1362;1496;8493968;8196216
BR;2019/2023;Circulatory;Female;30;918;946;8493968;8196216
BR;2019/2023;Covid;Female;30;0;29;8493968;8196216
BR;2019/2023;External_causes;Female;30;1443;1667;8493968;8196216
BR;2019/2023;Infec_parasit;Female;30;615;543;8493968;8196216
BR;2019/2023;Neoplasms;Female;30;1658;1649;8493968;8196216
BR;2019/2023;Pregnancy;Female;30;393;319;8493968;8196216
